built_type,year_built,flour,area,condition,bathrooms,balcony,exchange,furniture,security,ceil,parking,residance,phone,floor,door,balcony_glass,ex_dormetory,inernet,id,userType,rooms,lat,lon,district,street,house_num,price
кирпичный,2008,2 из 13,104,хорошее,2 с/у и более,балкон,,частично,"решетки на окнах, домофон",2.7 м,паркинг,Алтай,отдельный,ламинат,металлическая,да,нет,через TV кабель,676993691,owner,3,51.17250761075,71.454120492562,r-n_Baykonur,Seyfullina,65,41500000
кирпичный,2022,1 из 10,30.6,черновая отделка,совмещенный,лоджия,Не интересует,,домофон,2.8 м,,"ЖК Баскару 2, 3, 4",,,металлическая,да,нет,,681865283,owner,1,51.111646933355,71.493716240366,Almaty_r-n,Rayymbek_batyr,54,10750000
панельный,1991,3 из 5,63,хорошее,раздельный,балкон,,частично,,,рядом охраняемая стоянка,,есть возможность подключения,ламинат,металлическая,да,нет,оптика,681910449,owner,3,51.154151457217,71.446443801258,r-n_Baykonur,Tashenova,2/3,30700000
монолитный,2013,7 из 17,77,,,лоджия,Не интересует,,,3 м,,Гранитный,,,,да,нет,,681316543,specialist,2,51.162143115114,71.452828925103,r-n_Baykonur,Beysekbaeva,2,24500000
кирпичный,2022,5 из 9,41.2,хорошее,совмещенный,лоджия,Не интересует,без мебели,"видеонаблюдение, охрана, домофон, видеодомофон",3 м,паркинг,Урбан,есть возможность подключения,ламинат,бронированная,да,нет,оптика,675701823,owner,1,51.110358,71.507406,,Shamshi_Kaldayakova,40/1,21000000
монолитный,2022,,76.87,,совмещенный,,,,,3 м,,Tumar Gold,,,,,,,679004698,complex,3,51.145182236103,71.459538886635,Almaty_r-n,Sharlya_de_Gollya,,34591500
монолитный,2006,4 из 9,110,требует ремонта,2 с/у и более,несколько балконов или лоджий,Не интересует,,"домофон, видеонаблюдение, кодовый замок, охрана",2.7 м,паркинг,Меруерт,отдельный,ламинат,металлическая,да,нет,ADSL,681333440,owner,3,51.124906320906,71.426194235538,Esilyskiy_r-n,Syganak,21/1,45000000
кирпичный,2014,1 из 9,55,среднее,,лоджия,,,"домофон, кодовый замок, видеонаблюдение",2.8 м,,,отдельный,,металлическая,да,нет,проводной,681477379,specialist,2,51.159992,71.489044,Almaty_r-n,Shakarim_Kudayberdi_uly,24,20490000
кирпичный,2010,6 из 16,90,хорошее,раздельный,балкон,,частично,"домофон, видеонаблюдение",2.7 м,паркинг,Кампус,есть возможность подключения,ламинат,металлическая,да,нет,оптика,681497275,specialist,3,51.161389866075,71.460067369044,r-n_Baykonur,Zhubanova,10,33000000
кирпичный,2021,4 из 7,45,требует ремонта,совмещенный,лоджия,,,,2.8 м,паркинг,Казанат 2,,,,да,нет,,681569269,specialist,1,51.112464880121,71.539736195784,Almaty_r-n,A__Baytursynova,,13000000
кирпичный,2010,3 из 12,63.9,хорошее,совмещенный,балкон и лоджия,,частично,"домофон, видеонаблюдение",2.7 м,паркинг,Саулет,,ламинат,,,нет,,679544363,specialist,2,51.161081134677,71.477285433101,,Kudayberdiuly,,27000000
кирпичный,1982,3 из 5,64.5,хорошее,раздельный,лоджия,,полностью,"домофон, кодовый замок, видеонаблюдение",2.7 м,,,есть возможность подключения,линолеум,металлическая,да,нет,оптика,681434824,owner,3,51.154621686516,71.439255595912,r-n_Baykonur,Mkr_Molodiozhnyy,4/4,31000000
кирпичный,2022,8 из 9,19.9,хорошее,,балкон,Не интересует,,,2.7 м,паркинг,"ЖК Баскару 2, 3, 4",,,металлическая,да,нет,,679648753,owner,1,51.112515,71.495114,Almaty_r-n,Rayymbek_batyr,58,6900000
монолитный,2022,,67.93,,2 с/у и более,,,,,3 м,,Soho,,,,,,,56628576,complex,2,51.105669481506,71.444346080149,Esilyskiy_r-n,Kerey_i_Zhanibek_handar,42,37361500
монолитный,2020,11 из 24,36,,,,,,,2.7 м,,Времена года. Лето,,,,,нет,,681020734,specialist,2,51.111642,71.414457,Esilyskiy_r-n,Sauran,15/3,25500000
кирпичный,2022,3 из 12,40,хорошее,совмещенный,балкон,Не интересует,,"домофон, видеонаблюдение",3 м,,Grand Champion,,ламинат,металлическая,да,нет,,681372540,specialist,1,51.110731,71.403587,Esilyskiy_r-n,Turan,46/6,25000000
кирпичный,2008,1 из 4,162,хорошее,2 с/у и более,лоджия,,полностью,,3 м,паркинг,Асем Кала,,ламинат,,да,нет,,678868611,specialist,3,51.144722364351,71.400870680809,Esilyskiy_r-n,Zhuban_ana,5,90000000
монолитный,2010,5 из 6,700,,2 с/у и более,несколько балконов или лоджий,,полностью,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",3.2 м,паркинг,,,паркет,бронированная,да,нет,,26133689,specialist,11,51.141975,71.397928,Esilyskiy_r-n,Karashash_Ana,21,730000000
монолитный,2021,5 из 9,40.1,хорошее,раздельный,лоджия,Не интересует,,"решетки на окнах, домофон, кодовый замок, сигнализация, видеонаблюдение",2.7 м,паркинг,AiSafi,,ламинат,металлическая,да,нет,ADSL,680530626,owner,1,51.136541542678,71.36158838668,Esilyskiy_r-n,Chingiza_Aytmatova,33,19800000
иное,1981,5 из 5,61,хорошее,раздельный,лоджия,,частично,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,,отдельный,ламинат,бронированная,да,нет,оптика,680401668,owner,3,51.178408,71.426216,Saryarka_r-n,prospekt_Bogenbay_batyra,,26000000
панельный,1997,1 из 6,47,требует ремонта,совмещенный,балкон,Не интересует,,"решетки на окнах, домофон, сигнализация, видеонаблюдение",2.5 м,,,,плитка,металлическая,да,нет,проводной,681798513,owner,2,51.147295093463,71.468252623001,Almaty_r-n,Satpaeva,11,20000000
кирпичный,1980,3 из 5,68,хорошее,раздельный,балкон,,полностью,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,,есть возможность подключения,ламинат,металлическая,да,нет,через TV кабель,681519635,specialist,3,51.149716,71.468922,Almaty_r-n,Satpaeva,,32000000
монолитный,2009,25 из 26,100.2,хорошее,совмещенный,несколько балконов или лоджий,Не интересует,,"охрана, домофон, кодовый замок, видеонаблюдение",2.7 м,рядом охраняемая стоянка,Симфония,есть возможность подключения,ламинат,металлическая,да,нет,оптика,680642752,owner,3,51.159094,71.409516,Saryarka_r-n,Saryarka,1b,46700000
кирпичный,2022,2 из 10,38,,,,,,,3 м,,Mechta,,,,,нет,,681039066,specialist,1,51.133859765582,71.371737595245,,Kulytegin,,16000000
кирпичный,2018,4 из 5,72,хорошее,совмещенный,балкон,,,"домофон, кодовый замок, сигнализация, видеонаблюдение",2.7 м,,,,ламинат,металлическая,да,нет,,680621627,specialist,3,51.180193,71.357621,Saryarka_r-n,Dauletkerey,1a,24500000
кирпичный,2021,3 из 9,40,хорошее,совмещенный,балкон,Не интересует,,"кодовый замок, видеонаблюдение, домофон",3 м,паркинг,Варшава,есть возможность подключения,ламинат,металлическая,да,нет,ADSL,681728467,owner,2,51.104538784573,71.435299583893,Esilyskiy_r-n,Alihana_Bokeyhanova,11/1,34000000
панельный,1990,1 из 5,57,,совмещенный,,Не интересует,,"решетки на окнах, домофон, кодовый замок",2.7 м,рядом охраняемая стоянка,,отдельный,дерево,металлическая,,нет,ADSL,681762453,specialist,2,51.164974,71.414727,Saryarka_r-n,Zhenis,10,26000000
,2020,16 из 22,109,,,,,,,3 м,,Esil Riverside,,,,,нет,,680502374,specialist,3,51.149275,71.429172,Esilyskiy_r-n,"Mkr_Shubar,_Narkesken",,111000000
кирпичный,2020,1 из 9,60,,,,,,,3 м,,College,,,,,нет,,681844005,specialist,2,51.145468572075,71.375076211891,Esilyskiy_r-n,Korgalzhynskoe_shosse,17,33000000
иное,2016,13 из 18,42,хорошее,совмещенный,лоджия,,,,3 м,,,,,,да,нет,,681896840,specialist,2,51.094545,71.427258,,prospekt_Mangilik_El,50,26200000
монолитный,2019,1 из 18,67,,раздельный,,Не интересует,,,2.7 м,,,,ламинат,,,нет,,681116972,owner,2,51.09571,71.433465,Esilyskiy_r-n,Uly_dala,17/1,33700000
кирпичный,2022,3 из 4,95.4,,2 с/у и более,лоджия,,,"охрана, домофон, видеонаблюдение",,паркинг,Ainabulaq,,,бронированная,да,нет,,670934170,specialist,3,51.073371523563,71.433793948543,Esilyskiy_r-n,Mәңgіlіk_el,,23850000
кирпичный,2012,4 из 12,38,среднее,совмещенный,лоджия,,частично,,2.7 м,,Турсын Астана – 1,,,металлическая,да,нет,,681233858,specialist,1,51.125954312943,71.490649586402,Almaty_r-n,Koshkarbaeva,40,18000000
монолитный,2022,18 из 21,90,хорошее,2 с/у и более,лоджия,,,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",,,Highvill Ishim C,,ламинат,,,нет,,680998224,specialist,3,51.118771,71.460025,Almaty_r-n,Kaldayakova,3,85000000
кирпичный,2022,2 из 4,95.4,черновая отделка,,,Возможен обмен,без мебели,домофон,2.8 м,рядом охраняемая стоянка,,есть возможность подключения,,металлическая,,нет,,673802249,company,3,51.073271655447,71.433502019328,Esilyskiy_r-n,Ulitsa_E-314,20/1,30528000
кирпичный,2022,7 из 9,33,черновая отделка,,,,,,,,Сатурн 2,,,,,нет,,677066245,specialist,1,51.120129,71.501441,Almaty_r-n,Ahmet_Baytursynova,,13500000
кирпичный,2017,3 из 9,41,черновая отделка,совмещенный,лоджия,,,,2.8 м,,,отдельный,,,,нет,проводной,681593334,specialist,1,51.122042775885,71.503696187835,Almaty_r-n,Amanzhola_Bolekpaeva,16,11300000
кирпичный,2017,3 из 10,49,,,,,,,,,Manhattan,,,,,нет,,681909689,company,2,51.138335,71.386205,Esilyskiy_r-n,Anet_baba,,34000000
монолитный,2021,7 из 9,36.1,хорошее,,лоджия,,,"домофон, сигнализация",3 м,,Inju Ishim,,,,,нет,,675598780,specialist,1,51.166668,71.378273,Saryarka_r-n,Serkebaeva,31,20000000
монолитный,2016,2 из 17,36,,,,,,,,,Arman Qala,,,,,нет,,681595184,specialist,1,51.096784906264,71.421523131725,Esilyskiy_r-n,Uly_dala,11/3,23500000
,2019,5 из 15,64,,,,Не интересует,,,2.7 м,,Времена года. Лето,,,,,нет,,680645839,owner,2,51.112077493227,71.413901832971,Esilyskiy_r-n,Kabanbay_batyra,48/9,44000000
кирпичный,2022,6 из 12,67,хорошее,совмещенный,балкон,,,домофон,3 м,паркинг,Grand Champion,,,металлическая,да,нет,,681647837,owner,3,51.110731,71.403587,Esilyskiy_r-n,Turan,46/6,39600000
кирпичный,2021,4 из 9,43,хорошее,совмещенный,балкон,,без мебели,"домофон, видеонаблюдение",3 м,,Tole Bi,есть возможность подключения,ламинат,металлическая,да,нет,через TV кабель,681812552,specialist,1,51.124447343528,71.393144475777,Esilyskiy_r-n,Kazybek_bi,5A,20350000
кирпичный,2022,1 из 9,15,,совмещенный,,,,,3.5 м,рядом охраняемая стоянка,,,,металлическая,,нет,,681037554,specialist,1,51.143003,71.51488,Almaty_r-n,prospekt_Abylay_Hana,58,6500000
кирпичный,2022,5 из 9,50.8,черновая отделка,раздельный,лоджия,,,,2.7 м,паркинг,Самгау 2,,,металлическая,да,нет,,679984911,owner,2,51.11947113596,71.516438564913,Almaty_r-n,A_92,5/2,20000000
монолитный,2016,4 из 9,46.6,,совмещенный,лоджия,Не интересует,частично,"домофон, видеонаблюдение",2.7 м,,Жагалау 3,отдельный,ламинат,металлическая,да,нет,через TV кабель,673463098,owner,1,51.136544,71.368481,Esilyskiy_r-n,Ilyyasa_Omarova,,25000000
кирпичный,1968,5 из 5,45,требует ремонта,совмещенный,балкон,,частично,"домофон, видеонаблюдение",,,,,,металлическая,,нет,,681752761,specialist,2,51.180639,71.422515,Saryarka_r-n,Respublika,55,13500000
монолитный,2018,13 из 20,96,хорошее,,балкон,,,,2.8 м,паркинг,Highvill Park,,,,,нет,,681909113,specialist,3,51.113063633858,71.406240463257,Esilyskiy_r-n,Kabanbay_batyra,43V,69000000
панельный,1990,4 из 5,13,хорошее,нет,,Не интересует,,"домофон, видеонаблюдение",2.7 м,,,,линолеум,металлическая,,да,,681076651,owner,1,51.143551,71.472327,Almaty_r-n,Satpaeva,19/1,5700000
монолитный,2011,13 из 14,57,,,,Не интересует,,,,паркинг,Алтын Раид,,,,,нет,,681512435,owner,2,51.140680815333,71.478591375052,Almaty_r-n,B__Momyshuly,23,29000000
кирпичный,2014,2 из 14,73,хорошее,совмещенный,лоджия,Возможен обмен,полностью,"домофон, видеонаблюдение",2.8 м,рядом охраняемая стоянка,По Тлендиева,нет,ламинат,металлическая,да,нет,,664640059,owner,2,51.190745167923,71.340041656918,Saryarka_r-n,Tlendieva,,22700000
кирпичный,2007,7 из 9,56,хорошее,,,Не интересует,,,2.7 м,,,,,,да,нет,,681766448,owner,1,51.149303,71.484148,Almaty_r-n,Kuyshi_Dina,30,27000000
монолитный,2018,16,40.3,,совмещенный,,Не интересует,,домофон,3 м,паркинг,Сенатор,,,,,нет,,681871278,specialist,1,51.123422282174,71.480871134841,Almaty_r-n,Baytursynov,23_b,20500000
кирпичный,2012,5 из 14,44.7,хорошее,,балкон,,полностью,"домофон, видеонаблюдение",2.7 м,паркинг,Сапа 2007,есть возможность подключения,ламинат,металлическая,да,нет,через TV кабель,680205846,owner,1,51.167578718452,71.390025269502,Saryarka_r-n,Kosshygululy,7,21500000
монолитный,2022,2 из 10,35.6,хорошее,совмещенный,балкон,,без мебели,домофон,3 м,,Mechta,есть возможность подключения,ламинат,металлическая,да,нет,оптика,681711286,owner,1,51.136453,71.373665,Esilyskiy_r-n,Kulytegin,15,18700000
монолитный,2018,4 из 16,87,хорошее,совмещенный,лоджия,Не интересует,,"домофон, видеонаблюдение",2.7 м,паркинг,Самрук Towers,есть возможность подключения,ламинат,металлическая,,нет,ADSL,681899162,owner,3,51.140883438556,71.387121677399,Esilyskiy_r-n,Kayyma_Muhamedhanova,17,41000000
кирпичный,2018,2 из 10,41,,,,,,,3 м,,Кашаган,,,,,нет,,681140977,owner,1,51.14741,71.385451,Esilyskiy_r-n,Umay_Ana,14,18000000
кирпичный,2011,11 из 12,51.8,среднее,совмещенный,лоджия,Возможен обмен,без мебели,"домофон, кодовый замок, видеонаблюдение",2.7 м,,Турсын Астана – 1,,ламинат,металлическая,,нет,проводной,678322271,specialist,1,51.126183860094,71.490413552009,Almaty_r-n,Koshkarbaeva,,20500000
монолитный,2018,4 из 8,39,хорошее,,,Не интересует,,,2.7 м,паркинг,Астана сани (Астана сәні),,,,,,,680876930,owner,1,51.117451701768,71.522880366122,Almaty_r-n,Baytursynova,53,19800000
кирпичный,2012,17 из 20,73.6,хорошее,совмещенный,балкон и лоджия,Не интересует,,"видеонаблюдение, домофон",2.8 м,паркинг,Богенбай Батыр,есть возможность подключения,ламинат,металлическая,да,нет,проводной,680828748,owner,2,51.176800543815,71.426320821047,Almaty_r-n,Bogenbay_batyra,54,27500000
,2021,4 из 9,38,,,балкон,Не интересует,,"охрана, домофон, видеонаблюдение",2.7 м,паркинг,Коркем 4,,ламинат,,да,нет,,680792549,owner,1,51.101325366301,71.42994835725,Esilyskiy_r-n,Mangilik_El,40,26500000
монолитный,2011,21 из 21,76.2,,,балкон и лоджия,Возможен обмен,,видеонаблюдение,2.7 м,паркинг,Лазурный квартал,,ламинат,металлическая,,нет,,669642821,owner,2,51.135939,71.422677,Esilyskiy_r-n,Sarayshyk,5,40000000
кирпичный,2008,2 из 12,87,хорошее,2 с/у и более,балкон,Возможен обмен,,"домофон, кодовый замок, видеонаблюдение",2.7 м,рядом охраняемая стоянка,Степной-1,отдельный,линолеум,бронированная,да,нет,через TV кабель,680458126,owner,4,51.155396283839,71.505388412763,Almaty_r-n,Kudayberdyuly,25/1,35200000
монолитный,2021,15 из 17,71,,раздельный,балкон,,без мебели,домофон,2.7 м,рядом охраняемая стоянка,Жастар-4,есть возможность подключения,ламинат,металлическая,да,нет,,680868815,owner,2,51.152252,71.562221,Almaty_r-n,Kudayberdyuly,33,25800000
монолитный,2018,6 из 10,145,хорошее,2 с/у и более,несколько балконов или лоджий,,полностью,,3 м,паркинг,,,ламинат,бронированная,да,нет,,680498142,specialist,4,51.103346,71.430681,Esilyskiy_r-n,prospekt_Mangilik_El,,119999999
монолитный,2008,8 из 10,190,хорошее,,,,,,2.9 м,паркинг,Премиум,,,,,нет,,681726509,specialist,4,51.132305601477,71.436379775405,Esilyskiy_r-n,Sarayshyk,38,87000000
панельный,2019,8 из 9,40,,,,Не интересует,полностью,,2.7 м,,Nova City,,,,,нет,,672022752,owner,1,51.090952,71.45192,Esilyskiy_r-n,38-aya_ulitsa,38,21900000
монолитный,2018,3 из 9,38,хорошее,совмещенный,балкон,Не интересует,,"видеодомофон, домофон, видеонаблюдение",2.7 м,паркинг,Санат,,ламинат,металлическая,да,нет,проводной,681738915,owner,1,51.146627048283,71.368754515788,Esilyskiy_r-n,Kurgalyzhinskoe_shosse,,19000000
кирпичный,2009,3 из 9,115,хорошее,2 с/у и более,несколько балконов или лоджий,Не интересует,,,2.9 м,паркинг,Шанырак Премиум,,ламинат,бронированная,да,нет,ADSL,680248010,owner,4,51.163095788092,71.438065166436,Almaty_r-n,Imanova,18/1,60000000
кирпичный,2021,4 из 9,65.2,,,,Не интересует,,,,паркинг,Tole Bi,,,,,нет,,681910492,specialist,2,51.124335941535,71.392983543236,Esilyskiy_r-n,Kazybek_bi,5A,32000000
,2010,6 из 18,127,хорошее,2 с/у и более,несколько балконов или лоджий,,,домофон,3 м,паркинг,Эмират,,,металлическая,да,нет,,680726662,specialist,3,51.161663930216,71.401334954426,Saryarka_r-n,Kenesary,,39999999
кирпичный,2016,5 из 9,50,хорошее,,,Не интересует,,видеонаблюдение,2.7 м,,Arman Qala,,,,да,нет,,681110042,owner,2,51.097367,71.424922,Esilyskiy_r-n,Uly_Dala,11/2,29000000
кирпичный,2022,9 из 12,41.3,черновая отделка,совмещенный,лоджия,Не интересует,,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,Рио Де Жанейро,есть возможность подключения,,металлическая,да,нет,проводной,678312526,owner,1,51.197766,71.439242,Saryarka_r-n,ul_S-189,25,14200000
монолитный,2006,8 из 10,97,среднее,2 с/у и более,лоджия,,частично,"домофон, видеонаблюдение",3 м,паркинг,Новый мир,,ламинат,металлическая,да,нет,ADSL,680936110,specialist,3,51.130141365719,71.436980833018,Esilyskiy_r-n,D__Kunaeva,,39000000
кирпичный,1974,4 из 5,56,,совмещенный,балкон,Не интересует,,"видеонаблюдение, домофон",2 м,,,,ламинат,металлическая,,нет,проводной,681604571,company,3,51.122695,71.520925,Almaty_r-n,Shalkode,1,19500000
кирпичный,2016,11 из 20,140,,2 с/у и более,балкон,Возможен обмен,полностью,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",,паркинг,Хайвил Астана,отдельный,ламинат,,да,нет,ADSL,665834745,specialist,3,51.128252,71.461331,Almaty_r-n,prospekt_Rahimzhana_Koshkarbaeva,2,85000000
монолитный,2021,8 из 12,80,,,,,,,3 м,,Sat City,,,,,нет,,681692291,specialist,3,51.133225,71.380982,Esilyskiy_r-n,E_753,,52000000
кирпичный,2008,5 из 12,83.8,хорошее,раздельный,балкон,,полностью,"домофон, видеонаблюдение",2.7 м,паркинг,Самрук,,ламинат,металлическая,да,нет,,680012248,owner,2,51.16266055786,71.399580192519,Saryarka_r-n,Kenesary,1,33000000
панельный,2018,3 из 7,260,,,,,,,3.3 м,,Baisanat,,,,,нет,,680866113,specialist,5,51.143683721478,71.402722508312,Esilyskiy_r-n,Tumar_Hanym,20,499999000
кирпичный,2021,9,80,хорошее,совмещенный,лоджия,,,домофон,3 м,паркинг,Tole Bi,есть возможность подключения,ламинат,металлическая,да,нет,ADSL,681098294,specialist,3,51.124335941535,71.392983543236,Esilyskiy_r-n,Kazybek_bi,5A,52000000
кирпичный,2015,5 из 9,81.5,хорошее,2 с/у и более,балкон,,полностью,домофон,2.7 м,паркинг,Алтын Босага,отдельный,ламинат,металлическая,да,нет,оптика,673234517,specialist,3,51.172005321761,71.400856109301,Saryarka_r-n,Zhangilydina,,45500000
панельный,1967,1 из 5,46,,,,,,,,,,,,,,нет,,679766265,specialist,2,51.195559,71.406202,Saryarka_r-n,Giote,3,14500000
кирпичный,1983,1 из 5,57,хорошее,совмещенный,балкон,Не интересует,,"решетки на окнах, домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,,,ламинат,металлическая,,нет,через TV кабель,681406234,specialist,3,51.166075,71.46152,r-n_Baykonur,Abaya,,25000000
монолитный,2016,8 из 16,52,хорошее,,,Не интересует,,,2.7 м,,Жастар-4,,,,,нет,,680430798,owner,1,51.153535456337,71.507732106056,Almaty_r-n,Kudayberdyuly,33,25000000
монолитный,2006,15 из 17,100,хорошее,,,,,,3 м,паркинг,Гранд Астана,,,,,нет,,681649047,specialist,2,51.118218642203,71.462881844491,Almaty_r-n,Nazhimedenova,10,28400000
монолитный,2022,16 из 16,49.2,черновая отделка,совмещенный,лоджия,,,,3 м,паркинг,Akbulak Comfort,,,бронированная,да,нет,оптика,681677163,specialist,1,51.14005974377,71.462298387391,Almaty_r-n,Tauelsizdik,31/3,21500000
кирпичный,2022,3 из 12,38,хорошее,,,Не интересует,,,3 м,паркинг,Балкадиша,,,,,нет,,681905032,owner,1,51.116364521544,71.482962078517,r-n_Baykonur,Nazhimedenova,22,23500000
кирпичный,2012,1 из 12,46.7,хорошее,совмещенный,лоджия,Не интересует,частично,домофон,2.7 м,рядом охраняемая стоянка,Замечательный,,ламинат,металлическая,да,нет,через TV кабель,680332810,owner,1,51.172781619288,71.428573708981,r-n_Baykonur,Toraygyrova,2,23750000
кирпичный,2019,3 из 9,43.5,хорошее,совмещенный,лоджия,Не интересует,,"домофон, видеонаблюдение",2.7 м,паркинг,Самгау,есть возможность подключения,,металлическая,да,нет,проводной,681560792,owner,1,51.118929802518,71.518185138702,Almaty_r-n,Bastobe,33,19000000
кирпичный,2022,6 из 9,85.31,,2 с/у и более,несколько балконов или лоджий,,,,3 м,паркинг,Dastur,есть возможность подключения,,,да,нет,оптика,678568838,specialist,3,51.097679364643,71.386452913175,Esilyskiy_r-n,Tole_bi,,35500000
кирпичный,2019,2 из 8,71,черновая отделка,,балкон и лоджия,,,"домофон, кодовый замок, видеонаблюдение",3 м,паркинг,Nurali Apartments,есть возможность подключения,,,да,нет,ADSL,681073326,specialist,2,51.120625382736,71.530725573966,Almaty_r-n,A_123_ulitsa,,26000000
кирпичный,2018,4 из 6,170,,,,Не интересует,,,3.15 м,паркинг,Vip-городок Saranda,,,,,нет,,681798671,specialist,5,51.099536953785,71.45761013031,Esilyskiy_r-n,"Kerey,_Zhanibek_handar",8a,153000000
кирпичный,1958,2 из 3,44.4,хорошее,совмещенный,балкон,Не интересует,,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,,,ламинат,бронированная,да,нет,,681623170,owner,2,51.180164,71.417071,Saryarka_r-n,Beybitshilik,47,18000000
кирпичный,2007,6 из 10,56,хорошее,совмещенный,балкон,Не интересует,,"домофон, видеонаблюдение",2.7 м,паркинг,Меррити,,ламинат,металлическая,да,нет,проводной,681885368,owner,1,51.155317518053,71.509787659054,Almaty_r-n,Mustafina,15,26500000
кирпичный,2022,8 из 10,42,,совмещенный,несколько балконов или лоджий,Не интересует,частично,,2.7 м,паркинг,Самгау 2,,,металлическая,да,нет,,671957372,owner,1,51.119497053455,71.515856112911,Almaty_r-n,A92_ul,,20900000
кирпичный,1990,6 из 6,36,,,,,,,,,,,,,,нет,,681812386,specialist,1,51.152812,71.446311,Almaty_r-n,Zhumabeka_Tashenova,17,13300000
,2006,,69.7,среднее,совмещенный,лоджия,,полностью,,,,,,,металлическая,да,нет,оптика,679188034,owner,2,51.142505744918,71.473907761902,Almaty_r-n,Kanysha_Satpaeva,23/1,32000000
монолитный,2018,2 из 9,415,,,,,,,3 м,паркинг,parkhouse,,,,,нет,,681753485,specialist,7,51.148168354216,71.369042569851,Esilyskiy_r-n,Chingiza_Aytmatova,46,350000000
монолитный,2018,10 из 12,122,,,,,,,3 м,,Crocus City,,,,,нет,,681479845,specialist,4,51.098815,71.410783,Esilyskiy_r-n,prospekt_Uly_Dala,,87000000
кирпичный,2009,9 из 9,78.5,хорошее,раздельный,балкон,,частично,домофон,2.7 м,паркинг,Жайдарман,,ламинат,металлическая,да,нет,,678898052,specialist,2,51.169544919523,71.400969588744,Saryarka_r-n,Seyfullina,3,31000000
кирпичный,2008,2 из 13,40,среднее,совмещенный,лоджия,,частично,"домофон, видеонаблюдение",2.7 м,паркинг,Степной-1,,,металлическая,да,нет,,681897122,owner,1,51.155396283839,71.505388412763,Almaty_r-n,Kudayberdyuly,25/1,20000000
кирпичный,2007,3 из 10,72,,,,,,,2.7 м,,Коктем,,,,,нет,,681909290,specialist,2,51.167856483529,71.39960585162,Saryarka_r-n,Kumisbekova,8,28500000
монолитный,1998,16 из 16,90,хорошее,2 с/у и более,балкон,Возможен обмен,,"консьерж, домофон, видеонаблюдение",2.7 м,,,есть возможность подключения,паркет,бронированная,да,нет,через TV кабель,680826598,owner,3,51.15641,71.42927,Saryarka_r-n,Mkr_Samal,,55000000
монолитный,2022,12 из 12,87,,,,Не интересует,,,3 м,паркинг,SOUL PARK,,,,,нет,,681577419,owner,3,51.132120068654,71.369937886749,Esilyskiy_r-n,E-10,16,59000000
монолитный,2014,6 из 6,24.9,хорошее,совмещенный,,Не интересует,,,2.7 м,паркинг,Ак Отау,нет,,металлическая,,нет,проводной,681208843,owner,1,51.181044016401,71.348552930766,Saryarka_r-n,Sulukoly,,12000000
кирпичный,2010,11 из 12,40.6,хорошее,,,Не интересует,,,2.7 м,паркинг,Талапкерский,,,,,нет,,681144172,owner,1,51.181884418059,71.377494257277,Saryarka_r-n,Tlendieva,16/1,16500000
кирпичный,2022,5 из 12,38.7,,,,,,,3 м,,Madrid 2,,,,,нет,,679607728,specialist,1,51.161461552181,71.37593250092,,​Chingiz_Aytmatov,52,13900000
кирпичный,1974,3 из 5,97.3,хорошее,раздельный,лоджия,Возможен обмен,частично,домофон,2.7 м,рядом охраняемая стоянка,,,ламинат,металлическая,да,нет,проводной,671383583,specialist,3,51.164782397628,71.412827951007,Saryarka_r-n,Bigelydinova,10,35000000
монолитный,2009,15 из 16,67,,,,,,,,,,,,,,нет,,681818237,specialist,2,51.163927931549,71.443896541,r-n_Baykonur,Amangelydy_Imanova,,22500000
кирпичный,2022,9 из 12,79.2,,,,Не интересует,,,2.7 м,,Шыгыс,,,,,нет,,680964741,owner,3,51.129874681278,71.375689991381,Esilyskiy_r-n,Syganak,14,38000000
монолитный,2022,5 из 9,38,черновая отделка,совмещенный,лоджия,,,"видеонаблюдение, видеодомофон",3 м,паркинг,Angleterre,,,бронированная,да,нет,,681356627,owner,1,51.078625861547,71.422731842112,Esilyskiy_r-n,Huseyn_Ben_Talal,28,18800000
монолитный,2021,7 из 9,73.49,,,,,,,3 м,,GreenLine.Headliner,,,,,нет,,681737269,specialist,2,51.132616,71.398943,Esilyskiy_r-n,Tole_Bi,50,42500000
кирпичный,2014,3 из 12,53,,,,Не интересует,,,2.7 м,паркинг,Барыс,,,,,нет,,681811368,specialist,2,51.131438107833,71.497332058498,Almaty_r-n,Aynakoly,60,18500000
монолитный,2022,6 из 12,103.6,черновая отделка,2 с/у и более,,Не интересует,,"домофон, видеонаблюдение",3 м,паркинг,Khan Plaza,,,металлическая,да,нет,,680676943,owner,3,51.069464314497,71.419588487611,Esilyskiy_r-n,ul_E-496,uchastok_2A,58000000
